,CID,Description
379,1732,"4-chloro-m-cresol is a hydroxytoluene that is 3-methylphenol which is substituted by a chlorine at position 4. A ryanodine receptor agonist. It has a role as a ryanodine receptor agonist, an antimicrobial agent and a disinfectant. It is a hydroxytoluene and a member of monochlorobenzenes."
380,31072,"Carbimazole is a member of the class of imidazoles that is methimazole in which the nitrogen bearing a hydrogen is converted into its ethoxycarbonyl derivative. A prodrug for methimazol, carbimazole is used for the treatment of hyperthyroidism. It has a role as a prodrug and an antithyroid drug. It is a carbamate ester and a member of 1,3-dihydroimidazole-2-thiones."
381,5081,"8-azido-5-methyl-6-oxo-4H-imidazo[1,5-a][1,4]benzodiazepine-3-carboxylic acid ethyl ester is an organonitrogen heterocyclic compound and an organic heterotricyclic compound."
382,25167777,"Omipalisib is a member of the class of quinolines that is quinoline which is substituted by pyridazin-4-yl and 5-[(2,4-difluorobenzene-1-sulfonyl)amino]-6-methoxypyridin-3-yl groups at positions 4 and 6, respectively. It is a highly potent inhibitor of PI3K and mTOR developed by GlaxoSmithKline and was previously in human phase 1 clinical trials for the treatment of idiopathic pulmonary fibrosis and solid tumors. It has a role as an autophagy inducer, an EC 2.7.1.137 (phosphatidylinositol 3-kinase) inhibitor, a mTOR inhibitor, an antineoplastic agent, a radiosensitizing agent and an anticoronaviral agent. It is a member of quinolines, a difluorobenzene, a sulfonamide, an aromatic ether, a member of pyridines and a member of pyridazines."
383,3715,"Indometacin is a member of the class of indole-3-acetic acids that is indole-3-acetic acid in which the indole ring is substituted at positions 1, 2 and 5 by p-chlorobenzoyl, methyl, and methoxy groups, respectively. A non-steroidal anti-inflammatory drug, it is used in the treatment of musculoskeletal and joint disorders including osteoarthritis, rheumatoid arthritis, gout, bursitis and tendinitis. It has a role as an EC 1.14.99.1 (prostaglandin-endoperoxide synthase) inhibitor, an analgesic, a gout suppressant, a drug metabolite, a xenobiotic metabolite, a xenobiotic, an environmental contaminant and a non-steroidal anti-inflammatory drug. It is a N-acylindole, a member of monochlorobenzenes, an aromatic ether and a member of indole-3-acetic acids."
384,3033226,Adrafinil is a diarylmethane.
385,1085415,"2-[methyl-(2,4,6-trimethylphenyl)sulfonylamino]-N-(2-pyridinylmethyl)acetamide is a sulfonamide."
386,5081913,"N-[3,5-bis(trifluoromethyl)phenyl]-5-chloro-2-hydroxybenzamide is a member of benzamides."
387,10111,"Methylguanidine is a guanidine in which one of the amino hydrogens of guanidine itself is substituted by a methyl group. It has a role as a metabolite, an EC 1.14.13.39 (nitric oxide synthase) inhibitor and a uremic toxin. It is a conjugate base of a methylguanidinium."
388,3707794,4-chloro-N-(2-methoxy-1-phenazinyl)benzamide is a member of phenazines.
389,76720,"Furan-2,5-dicarboxylic acid is a member of the class of furans carrying two carboxy substituents at positions 2 and 5. It has a role as a human urinary metabolite. It is a member of furans and a dicarboxylic acid. It is a conjugate acid of a furan-2,5-dicarboxylate."
390,2017,Ethacridine is a member of acridines.
391,2726591,"4-cyclopropyl-6-methoxy-1,3,5-triazin-2-amine is a member of 1,3,5-triazines and an aromatic ether."
392,124069,"Dihydrosanguinarine is a benzophenanthridine alkaloid obtained by selective hydrogenation of the 13,14-position of sanguinarine. It has a role as a metabolite and an antifungal agent. It derives from a hydride of a sanguinarine."
393,4138,3-Hydroxy-alpha-methyl-DL-tyrosine is a monocarboxylic acid and a member of benzenes.
394,2921112,"3,4,5-trimethoxy-N-[4-[(2-methyl-1-piperidinyl)sulfonyl]phenyl]benzamide is a member of benzamides."
395,3237033,"2-[8-[[bis(phenylmethyl)amino]methyl]-3-methyl-2,6-dioxo-7-purinyl]acetic acid ethyl ester is an alpha-amino acid ester."
396,2208140,"1-[5-(2-furanylmethylamino)-3-phenyl-1,2,4-triazol-1-yl]-2-(4-methoxyphenyl)ethanone is a member of triazoles."
397,6941,2-iodobenzoic acid is an iodobenzoic acid with a single iodo substituent placed at the 2-position. It is an iodobenzoic acid and a 2-halobenzoic acid. It is a conjugate acid of a 2-iodobenzoate.
398,2782,"Clemizole is a member of the class of benzimidazoles that is 1H-benzimidazole substituted by a pyrrolidin-1-ylmethyl and a 4-chlorobenzyl groups at positions 2 and 1 respectively. It has a role as a histamine antagonist. It is a member of pyrrolidines, a member of benzimidazoles and a member of monochlorobenzenes. It is a conjugate base of a clemizole(1+). It derives from a hydride of a 1H-benzimidazole."
399,14759,Amylmetacresol is a phenol having the structure of m-cresol substituted at the 6-position with an amyl group. It has a role as an antiseptic drug. It is functionally related to a m-cresol.
400,3240833,"3,4,5-trimethoxy-N-[2-(1-methyl-2-benzimidazolyl)ethyl]benzamide is a member of benzimidazoles."
401,424,"Aspartic acid is an alpha-amino acid that consists of succinic acid bearing a single alpha-amino substituent It has a role as a fundamental metabolite. It is an alpha-amino acid, a C4-dicarboxylic acid and a polar amino acid. It contains a carboxymethyl group. It is a conjugate acid of an aspartate(1-) and an aspartate."
402,47318,"Oltipraz is a 1,2-dithiole that is 3H-1,2-dithiole-3-thione substituted at positions 4 and 5 by methyl and pyrazin-2-yl groups respectively. It has a role as an antineoplastic agent, an antimutagen, a protective agent, an antioxidant, an EC 3.1.3.48 (protein-tyrosine-phosphatase) inhibitor, a schistosomicide drug, a neurotoxin and an angiogenesis modulating agent. It is a 1,2-dithiole and a member of pyrazines."
403,12170,Furfuryl acetate is a heteroarene.
404,3316,Exalamide is an benzamide that is salicylamide in which the phenolic hydroxy group has been converted into the corresponding hexyl ether. It has been used as a topical antifungal agent. It has a role as an antifungal agent. It is an aromatic ether and a member of benzamides. It is functionally related to a salicylamide.
405,66577006,"N-[5-[[6-[3-(1,3-dioxo-2-isoindolyl)phenyl]-4-pyrimidinyl]amino]-2-methylphenyl]methanesulfonamide is a member of pyrimidines."
406,14081290,(20R)-Ginsenoside Rh2 is a triterpenoid.
407,44252734,"CZC-25146 is a member of the class of aminopyrimidines that is 2,6-diamino-5-chloropyrimidine in which the amino groups at positions 2 and 6 are respectively carrying 2-methoxy-4-(morpholin-4-yl)phenyl and 2-(methanesulfonylamino)phenyl substituents. It is an inhibitor of the Parkinson's disease kinase LRRK2. It has a role as an EC 2.7.11.1 (non-specific serine/threonine protein kinase) inhibitor. It is an aminopyrimidine, a member of morpholines, an aromatic ether, an organochlorine compound, a sulfonamide and a secondary amino compound."
408,28718,"Clonixin is a pyridinemonocarboxylic acid that is nicotinic acid substituted at position 2 by a (2-methyl-3-chlorophenyl)amino group. Used (as its lysine salt) for treatment of renal colic, muscular pain and moderately severe migraine attacks. It has a role as a non-steroidal anti-inflammatory drug, a non-narcotic analgesic, an antipyretic, a platelet aggregation inhibitor, a vasodilator agent, an EC 1.14.99.1 (prostaglandin-endoperoxide synthase) inhibitor and a lipoxygenase inhibitor. It is a pyridinemonocarboxylic acid, an aminopyridine and an organochlorine compound. It is functionally related to a nicotinic acid. It is a conjugate acid of a clonixin(1-)."
409,59693,"4-(5,6,7,8-tetrahydroimidazo[1,5-a]pyridin-5-yl)benzonitrile is an imidazopyridine."
410,2447,2-bromo-N-carbamoyl-3-methylbutanamide is an N-acylurea that is urea in which one of the hydrogens is replaced by a 2-bromo-3-methybutanoyl group. It is a N-acylurea and an organobromine compound.
411,4633,"Oxybuprocaine is a benzoate ester in which 4-amino-3-butoxybenzoic acid and 2-(diethylamino)ethanol have combined to form the ester bond; an ester-based local anaesthetic (ester ""caine"") used especially in ophthalmology and otolaryngology. It has a role as a local anaesthetic, a topical anaesthetic and a drug allergen. It is a benzoate ester, a tertiary amino compound, a substituted aniline and an amino acid ester. It is functionally related to a 2-diethylaminoethanol."
412,418553,Catharanthine hcl is an alkaloid.
413,2907,"Cyclophosphamide is a phosphorodiamide that is 1,3,2-oxazaphosphinan-2-amine 2-oxide substituted by two 2-chloroethyl groups at the amino nitrogen atom. It has a role as a carcinogenic agent, an alkylating agent, an immunosuppressive agent, an antineoplastic agent, an antirheumatic drug, an environmental contaminant, a xenobiotic and a drug allergen. It is a phosphorodiamide, a nitrogen mustard and an organochlorine compound."
414,554,"1,1-Dimethylpyrrolidinium-2-carboxylate is a proline derivative."
415,555,DL-Stachydrine is a proline derivative.
416,1302,2-(6-methoxy-2-naphthalenyl)propanoic acid is a member of naphthalenes.
417,1949,"Ro 48-8071 is an aromatic ketone that is 2-fluoro-4'-bromobenzophenone in which the hydrogen at position 4 (meta to the fluoro group) is replaced by a 6-[methyl(prop-2-en-1-yl)amino]hexyl}oxy group. An inhibitor of lanosterol synthase. It has a role as an EC 5.4.99.7 (lanosterol synthase) inhibitor and an antineoplastic agent. It is an aromatic ketone, an aromatic ether, a member of monofluorobenzenes, a member of bromobenzenes, a tertiary amino compound and an olefinic compound. It is functionally related to a benzophenone. It is a conjugate base of a Ro 48-8071(1+)."
418,12555,"Benzydamine is a member of the class of indazoles carrying benzyl and 3-(dimethylamino)propyl groups at positions 1 and 3 respectively. A locally-acting nonsteroidal anti-inflammatory drug that also exhibits local anaesthetic and analgesic properties. It has a role as a central nervous system stimulant, a non-steroidal anti-inflammatory drug, a hallucinogen, a local anaesthetic and an analgesic. It is a member of indazoles, an aromatic ether and a tertiary amino compound. It is a conjugate base of a benzydamine(1+)."
419,5301257,"N-(2,3-dihydro-1,4-benzodioxin-6-yl)-1,5-dimethyl-4-pyrazolecarboxamide is a benzodioxine."
420,4436,"2-(1-naphthalenylmethyl)-4,5-dihydro-1H-imidazole is a member of naphthalenes."
421,9445,"3,5-Dichlorosalicylicacid is a chlorobenzoic acid."
422,68406,Octacosan-1-ol is an ultra-long-chain primary fatty alcohol that is octacosane in which a hydrogen attached to one of the terminal carbons is replaced by a hydroxy group. It has a role as a plant metabolite. It is a fatty alcohol 28:0 and an ultra-long-chain primary fatty alcohol. It derives from a hydride of an octacosane.
423,353825,Graveoline is a member of quinolines.
424,1880,"7,8-dihydroxyflavone is a dihydroxyflavone that is flavone substituted by hydroxy groups at positions 7 and 8. A dihydroxyflavone that is flavone substituted by hydroxy groups at positions 7 and 8. A naturally occurring flavonoid produced by several plants, including the weed Tridax procumbens (coalbuttons or tridax daisy) and the tree Godmania aesculifolia, In animal models, it has shown efficacy against several diseases of the nervous system, including Alzheimer's, Parkinson's, and Huntington's. It has a role as a plant metabolite, a tropomyosin-related kinase B receptor agonist, an antidepressant, an antioxidant and an antineoplastic agent."
425,15431249,Sulforhodamine 101 is an organic heteroheptacyclic compound. It has a role as a fluorochrome.
426,994,Phenylalanine is an aromatic amino acid that is alanine in which one of the methyl hydrogens is substituted by a phenyl group. It has a role as a Daphnia magna metabolite. It is an alpha-amino acid and an aromatic amino acid. It contains a benzyl group. It is a conjugate base of a phenylalaninium. It is a conjugate acid of a phenylalaninate.
427,1208332,"9-(dimethylamino)-3-(4-methoxyphenyl)-4-pyrido[1,2]thieno[3,4-d]pyrimidinone is an organic heterobicyclic compound, an organonitrogen heterocyclic compound and an organosulfur heterocyclic compound."
428,11683556,Nelotanserin is a member of pyrazoles and a ring assembly.
429,2478,"Busulfan is a methanesulfonate ester that is butane-1,4-diol in which the hydrogens of the hydroxy groups are replaced by methanesulfonyl groups. An alkylating antineoplastic agent, it is used for the treatment of chronic myeloid leukemia (although it has been largely replaced by newer drugs). It is also used as an insect sterilant. It has a role as an insect sterilant, an antineoplastic agent, a teratogenic agent, a carcinogenic agent and an alkylating agent. It is functionally related to a butane-1,4-diol."
430,3315,"Evans blue free acid is a naphthalenesulfonic acid that is the free acid form of the dye Evans blue. The tetrasodium salt is used as a counterstain, especially in fluorescent methods to suppress background autofluorescence. It has a role as a sodium channel blocker and a teratogenic agent. It is a bis(azo) compound, a naphthalenesulfonic acid, a member of azobenzenes, a member of naphthols, a member of biphenyls, an aminonaphthalene and a primary arylamine. It is a conjugate acid of an Evans blue(4-)."
431,93528,"Heptan-2-yl [(5-chloroquinolin-8-yl)oxy]acetate is a member of the class of quinolines that is quinoline which is substituted by a chloro group at position 5 and by a 2-[(heptan-2-yl)oxy]-2-oxoethoxy group at position 8. It is an aromatic ether, an organochlorine compound, a member of quinolines and a carboxylic ester."
432,35802,"Flubendazole is a member of the class of mebendazole in which the benzoyl group is replaced by a p-fluorobenzoyl group. A broad-spectrum anthelmintic, it is used, particularly in veterinary medicine, for the treatment of nematodal infections. It has a role as an antinematodal drug and a teratogenic agent. It is a member of benzimidazoles, a carbamate ester, an organofluorine compound and an aromatic ketone."
433,2087459,"4-(1,3-benzothiazol-2-ylthio)butanoic acid [2-[(3-cyano-2-thiophenyl)amino]-2-oxoethyl] ester is a member of benzothiazoles."
434,4754,"Phenacetin is a member of the class of acetamides that is acetamide in which one of the hydrogens attached to the nitrogen is substituted by a 4-ethoxyphenyl group. It has a role as a non-narcotic analgesic, a peripheral nervous system drug and a cyclooxygenase 3 inhibitor. It is a member of acetamides and an aromatic ether. It is functionally related to a N-phenylacetamide, a 4-ethoxyaniline and a paracetamol."
435,658121,"1-amino-5-(4-morpholinyl)-6,7,8,9-tetrahydrothieno[2,3-c]isoquinoline-2-carboxylic acid ethyl ester is a thienopyridine."
436,135423438,"Nintedanib is a member of the class of oxindoles that is a kinase inhibitor used (in the form of its ethylsulfonate salt) for the treatment of idiopathic pulmonary fibrosis and cancer. It has a role as an antineoplastic agent, a tyrosine kinase inhibitor, a vascular endothelial growth factor receptor antagonist, a fibroblast growth factor receptor antagonist and an angiogenesis inhibitor. It is an aromatic ester, a methyl ester, a member of oxindoles, an enamine, an aromatic amine, an aromatic amide and a N-alkylpiperazine. It is a conjugate base of a nintedanib(1+)."
