Unnamed: 0,CID,Description,Dominant_topic,Perc_Contrib,Topic_Keywords,Text
1230,2216,"Apraclonidine is an imidazoline that is 2-amino 4,5-dihydro-1H-imidazoline in which one of the exocyclic amino hydrogens has been replaced by a 4-amino-2,6-dichlorophenyl group. It has a role as an alpha-adrenergic agonist, an antiglaucoma drug, an ophthalmology drug, a beta-adrenergic agonist and a diagnostic agent. It is a member of imidazolines, a dichlorobenzene and a member of guanidines. It is a conjugate base of an apraclonidine(1+).",Drug,0.6186,"agent, group, role, member, inhibitor, posit, compound, drug, substitut, use","['apraclonidin', 'imidazolin', 'amino', 'dihydro', 'h', 'imidazolin', 'one', 'exocycl', 'amino', 'hydrogen', 'replac', 'amino', 'dichlorophenyl', 'group', 'role', 'alpha', 'adrenerg', 'agonist', 'antiglaucoma', 'drug', 'ophthalmolog', 'drug', 'beta', 'adrenerg', 'agonist', 'diagnost', 'agent', 'member', 'imidazolin', 'dichlorobenzen', 'member', 'guanidin', 'conjug', 'base', 'apraclonidin']"
1231,74280,Indole-5-carboxylic acid is an indolecarboxylic acid in which the carboxy group is the only substituent and is located at position 5. It has a role as a plant metabolite.,Metabolite,0.9484,"acid, metabolit, role, group, amino, function, relat, conjug, posit, ester","['indol', 'carboxyl', 'acid', 'indolecarboxyl', 'acid', 'carboxi', 'group', 'substitu', 'locat', 'posit', 'role', 'plant', 'metabolit']"
1232,4893,"Prazosin is a member of the class of piperazines that is piperazine substituted by a furan-2-ylcarbonyl group and a 4-amino-6,7-dimethoxyquinazolin-2-yl group at positions 1 and 4 respectively. It has a role as an antihypertensive agent, an alpha-adrenergic antagonist and an EC 3.4.21.26 (prolyl oligopeptidase) inhibitor. It is a member of piperazines, a member of quinazolines, a member of furans, a monocarboxylic acid amide and an aromatic ether.",Drug,0.5368,"agent, group, role, member, inhibitor, posit, compound, drug, substitut, use","['prazosin', 'member', 'class', 'piperazin', 'piperazin', 'substitut', 'furan', 'ylcarbonyl', 'group', 'amino', 'dimethoxyquinazolin', 'yl', 'group', 'posit', 'respect', 'role', 'antihypertens', 'agent', 'alpha', 'adrenerg', 'antagonist', 'ec', 'prolyl', 'oligopeptidas', 'inhibitor', 'member', 'piperazin', 'member', 'quinazolin', 'member', 'furan', 'monocarboxyl', 'acid', 'amid', 'aromat', 'ether']"
1233,2421493,"1-(2-cyanoethyl)-6-(2-fluoro-4-methoxyphenyl)-3-methyl-4-pyrazolo[3,4-b]pyridinecarboxylic acid ethyl ester is a phenylpyridine.",No annotation,0.8329,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['cyanoethyl', 'fluoro', 'methoxyphenyl', 'methyl', 'pyrazolo', 'b', 'pyridinecarboxyl', 'acid', 'ethyl', 'ester', 'phenylpyridin']"
1234,2921148,"BRL-50481 is a C-nitro compound that is benzene substituted by N,N-dimethylaminosulfonyl, methyl and nitro groups at positions 1, 2 and 5, respectively. It is a phosphodiesterase inhibitor selective for the PDE7 subtype (Ki = 180 nM). It has a role as an EC 3.1.4.53 (3',5'-cyclic-AMP phosphodiesterase) inhibitor, a geroprotector and a bone density conservation agent. It is a sulfonamide, a C-nitro compound and a member of toluenes.",Drug,0.7341,"agent, group, role, member, inhibitor, posit, compound, drug, substitut, use","['brl', 'c', 'nitro', 'compound', 'benzen', 'substitut', 'n', 'n', 'dimethylaminosulfonyl', 'methyl', 'nitro', 'group', 'posit', 'respect', 'phosphodiesteras', 'inhibitor', 'select', 'pde', 'subtyp', 'ki', 'nm', 'role', 'ec', 'cyclic', 'amp', 'phosphodiesteras', 'inhibitor', 'geroprotector', 'bone', 'densiti', 'conserv', 'agent', 'sulfonamid', 'c', 'nitro', 'compound', 'member', 'toluen']"
1235,67537,Ortho-iodosylbenzoic acid is a benzoic acid compound having an iodosyl substituent at the ortho-position. It has a role as an EC 4.3.1.15 (diaminopropionate ammonia-lyase) inhibitor. It is a member of benzoic acids and an organoiodine compound. It is a tautomer of a 1-hydroxy-3-oxobenziodoxole.,Metabolite,0.5686,"acid, metabolit, role, group, amino, function, relat, conjug, posit, ester","['ortho', 'iodosylbenzo', 'acid', 'benzoic', 'acid', 'compound', 'iodosyl', 'substitu', 'ortho', 'posit', 'role', 'ec', 'diaminopropion', 'ammonia', 'lyas', 'inhibitor', 'member', 'benzoic', 'acid', 'organoiodin', 'compound', 'tautom', 'hydroxi', 'oxobenziodoxol']"
1236,11955716,"Onalespib is a member of the class of isoindoles that is isoindole in which the amino group has been acylated by a 2,4-dihydroxy-5-isopropylbenzoyl group and in which position 5 of the isoidole moiety has been substituted by a (4-methylpiperazin-1-yl)methyl group. A second-generation Hsp90 inhibitor. It has a role as a Hsp90 inhibitor and an antineoplastic agent. It is a member of resorcinols, a member of benzamides, a tertiary carboxamide, a member of isoindoles and a N-alkylpiperazine.",Drug,0.6322,"agent, group, role, member, inhibitor, posit, compound, drug, substitut, use","['onalespib', 'member', 'class', 'isoindol', 'isoindol', 'amino', 'group', 'acyl', 'dihydroxi', 'isopropylbenzoyl', 'group', 'posit', 'isoidol', 'moieti', 'substitut', 'methylpiperazin', 'yl', 'methyl', 'group', 'second', 'generat', 'hsp', 'inhibitor', 'role', 'hsp', 'inhibitor', 'antineoplast', 'agent', 'member', 'resorcinol', 'member', 'benzamid', 'tertiari', 'carboxamid', 'member', 'isoindol', 'n', 'alkylpiperazin']"
1237,12813,"Gamma-decalactone is a gamma-lactone that is oxolan-2-one substituted by a hexyl group at position 5. It has a role as a flavouring agent, a food additive and an anticonvulsant. It is a gamma-lactone and a tetrahydrofuranone.",Drug,0.468,"agent, group, role, member, inhibitor, posit, compound, drug, substitut, use","['gamma', 'decalacton', 'gamma', 'lacton', 'oxolan', 'one', 'substitut', 'hexyl', 'group', 'posit', 'role', 'flavour', 'agent', 'food', 'addit', 'anticonvuls', 'gamma', 'lacton', 'tetrahydrofuranon']"
1238,25043,"4-chloro-7-nitrobenzofurazan is a benzoxadiazole that is 2,1,3-benzoxadiazole which is substituted at position 4 by chlorine and at position 7 by a nitro group. It has a role as a fluorescent probe, a fluorochrome, an EC 3.6.1.3 (adenosinetriphosphatase) inhibitor and an EC 1.4.3.4 (monoamine oxidase) inhibitor. It is a benzoxadiazole, a C-nitro compound and an organochlorine compound.",Drug,0.8748,"agent, group, role, member, inhibitor, posit, compound, drug, substitut, use","['chloro', 'nitrobenzofurazan', 'benzoxadiazol', 'benzoxadiazol', 'substitut', 'posit', 'chlorin', 'posit', 'nitro', 'group', 'role', 'fluoresc', 'probe', 'fluorochrom', 'ec', 'adenosinetriphosphatas', 'inhibitor', 'ec', 'monoamin', 'oxidas', 'inhibitor', 'benzoxadiazol', 'c', 'nitro', 'compound', 'organochlorin', 'compound']"
1239,7755,"3-methylvaleric acid is a methyl-branched fatty acid that is pentanoic acid which carries a methyl group at position 3. It has a role as a plant metabolite, an animal metabolite, a fungal metabolite and a flavouring agent. It is a methyl-branched fatty acid, a short-chain fatty acid, a branched-chain saturated fatty acid and a monocarboxylic acid. It is a conjugate acid of a 3-methylvalerate.",Metabolite,0.9515,"acid, metabolit, role, group, amino, function, relat, conjug, posit, ester","['methylvaler', 'acid', 'methyl', 'branch', 'fatti', 'acid', 'pentano', 'acid', 'carri', 'methyl', 'group', 'posit', 'role', 'plant', 'metabolit', 'anim', 'metabolit', 'fungal', 'metabolit', 'flavour', 'agent', 'methyl', 'branch', 'fatti', 'acid', 'short', 'chain', 'fatti', 'acid', 'branch', 'chain', 'satur', 'fatti', 'acid', 'monocarboxyl', 'acid', 'conjug', 'acid', 'methylvaler']"
1240,780,Homogentisic acid is a dihydroxyphenylacetic acid having the two hydroxy substituents at the 2- and 5-positions. It has a role as a human metabolite and a plant metabolite. It is a dihydroxyphenylacetic acid and a member of hydroquinones. It is functionally related to a phenylacetic acid. It is a conjugate acid of a homogentisate.,Metabolite,0.9234,"acid, metabolit, role, group, amino, function, relat, conjug, posit, ester","['homogentis', 'acid', 'dihydroxyphenylacet', 'acid', 'two', 'hydroxi', 'substitu', 'posit', 'role', 'human', 'metabolit', 'plant', 'metabolit', 'dihydroxyphenylacet', 'acid', 'member', 'hydroquinon', 'function', 'relat', 'phenylacet', 'acid', 'conjug', 'acid', 'homogentis']"
1241,111037,Alpha-Terpinyl acetate is a p-menthane monoterpenoid.,Metabolite,0.8866,"acid, metabolit, role, group, amino, function, relat, conjug, posit, ester","['alpha', 'terpinyl', 'acet', 'p', 'menthan', 'monoterpenoid']"
1242,3205861,"2-butyl-3-[(3-chlorophenyl)methyl]-5-methyl-6-imidazo[4,5-b]pyridinamine is an imidazopyridine.",No annotation,0.9251,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['butyl', 'chlorophenyl', 'methyl', 'methyl', 'imidazo', 'b', 'pyridinamin', 'imidazopyridin']"
1243,68081,"Isoimperatorin is a member of the class of psoralens that is psoralen substituted by a prenyloxy group at position 5. Isolated from Angelica dahurica and Angelica koreana, it acts as a acetylcholinesterase inhibitor. It has a role as a metabolite and an EC 3.1.1.7 (acetylcholinesterase) inhibitor.",Drug,0.641,"agent, group, role, member, inhibitor, posit, compound, drug, substitut, use","['isoimperatorin', 'member', 'class', 'psoralen', 'psoralen', 'substitut', 'prenyloxi', 'group', 'posit', 'isol', 'angelica', 'dahurica', 'angelica', 'koreana', 'act', 'acetylcholinesteras', 'inhibitor', 'role', 'metabolit', 'ec', 'acetylcholinesteras', 'inhibitor']"
1244,17463,"Sirius red 4B (acid form) is a naphthalenesulfonic acid that is 7-amino-4-hydroxy-3-({4-[(4-sulfophenyl)diazenyl]phenyl}diazenyl)naphthalene-2-sulfonic acid in which one of the amino hydrogens is replaced by a benzoyl group. The disodium salt is the histological dye 'Sirius red 4B'. It has a role as a fluorochrome, a histological dye, an environmental contaminant and a poison. It is a member of azobenzenes, a bis(azo) compound, a member of naphthols, a naphthalenesulfonic acid and a member of benzamides. It is a conjugate acid of a Sirius red 4B(2-).",Drug,0.5436,"agent, group, role, member, inhibitor, posit, compound, drug, substitut, use","['sirius', 'red', 'b', 'acid', 'form', 'naphthalenesulfon', 'acid', 'amino', 'hydroxi', 'sulfophenyl', 'diazenyl', 'phenyl', 'diazenyl', 'naphthalen', 'sulfon', 'acid', 'one', 'amino', 'hydrogen', 'replac', 'benzoyl', 'group', 'disodium', 'salt', 'histolog', 'dye', 'sirius', 'red', 'b', 'role', 'fluorochrom', 'histolog', 'dye', 'environment', 'contamin', 'poison', 'member', 'azobenzen', 'bis', 'azo', 'compound', 'member', 'naphthol', 'naphthalenesulfon', 'acid', 'member', 'benzamid', 'conjug', 'acid', 'sirius', 'red', 'b']"
1245,49843471,Setipiprant is a naphthalenecarboxamide.,No annotation,0.6663,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['setipipr', 'naphthalenecarboxamid']"
1246,10268,3-furoic acid is a furoic acid carrying the carboxy group at position 3. It has a role as a human metabolite. It is a conjugate acid of a 3-furoate.,Metabolite,0.9543,"acid, metabolit, role, group, amino, function, relat, conjug, posit, ester","['furoic', 'acid', 'furoic', 'acid', 'carri', 'carboxi', 'group', 'posit', 'role', 'human', 'metabolit', 'conjug', 'acid', 'furoat']"
1247,11563984,"Pyraclonil is an organochlorine compound, a nitrile, a terminal acetylenic compound and a biaryl. It has a role as an EC 1.3.3.4 (protoporphyrinogen oxidase) inhibitor, an agrochemical and a herbicide.",Drug,0.9541,"agent, group, role, member, inhibitor, posit, compound, drug, substitut, use","['pyraclonil', 'organochlorin', 'compound', 'nitril', 'termin', 'acetylen', 'compound', 'biaryl', 'role', 'ec', 'protoporphyrinogen', 'oxidas', 'inhibitor', 'agrochem', 'herbicid']"
1248,4626,Oxiracetam is an organooxygen compound and an organonitrogen compound. It is functionally related to an alpha-amino acid.,Metabolite,0.4899,"acid, metabolit, role, group, amino, function, relat, conjug, posit, ester","['oxiracetam', 'organooxygen', 'compound', 'organonitrogen', 'compound', 'function', 'relat', 'alpha', 'amino', 'acid']"
1249,695679,"Tioxazafen is a 1,2,4-oxadizole in which the hydrogens at positions 3 and 5 have been replaced by phenyl and thiophen-2-yl groups, respectively. It is used as a broad spectrum nematicidal seed treatment. It has a role as a nematicide and an agrochemical. It is a member of thiophenes and a 1,2,4-oxadiazole.",Drug,0.7172,"agent, group, role, member, inhibitor, posit, compound, drug, substitut, use","['tioxazafen', 'oxadizol', 'hydrogen', 'posit', 'replac', 'phenyl', 'thiophen', 'yl', 'group', 'respect', 'use', 'broad', 'spectrum', 'nematicid', 'seed', 'treatment', 'role', 'nematicid', 'agrochem', 'member', 'thiophen', 'oxadiazol']"
1250,39042,"Bezafibrate is a monocarboxylic acid amide obtained by the formal condensation of the carboxy group of 4-chlorobenzoic acid with the amino group of 2-[4-(2-aminoethyl)phenoxy]-2-methylpropanoic acid. Benafibrate is used for the treatment of hyperlipidaemia. It has a role as a xenobiotic, an environmental contaminant, a geroprotector and an antilipemic drug. It is a monocarboxylic acid, an aromatic ether, a member of monochlorobenzenes and a monocarboxylic acid amide. It is functionally related to a propionic acid.",Metabolite,0.5733,"acid, metabolit, role, group, amino, function, relat, conjug, posit, ester","['bezafibr', 'monocarboxyl', 'acid', 'amid', 'obtain', 'formal', 'condens', 'carboxi', 'group', 'chlorobenzo', 'acid', 'amino', 'group', 'aminoethyl', 'phenoxi', 'methylpropano', 'acid', 'benafibr', 'use', 'treatment', 'hyperlipidaemia', 'role', 'xenobiot', 'environment', 'contamin', 'geroprotector', 'antilipem', 'drug', 'monocarboxyl', 'acid', 'aromat', 'ether', 'member', 'monochlorobenzen', 'monocarboxyl', 'acid', 'amid', 'function', 'relat', 'propion', 'acid']"
1251,135438582,"N5-(2,4-dichlorophenyl)pyrazolo[3,4-d]pyrimidine-4,5-diamine is a pyrazolopyrimidine.",No annotation,0.9027,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['n', 'dichlorophenyl', 'pyrazolo', 'pyrimidin', 'diamin', 'pyrazolopyrimidin']"
1252,6623,"Bisphenol A is a bisphenol that is 4,4'-methanediyldiphenol in which the methylene hydrogens are replaced by two methyl groups. It has a role as a xenoestrogen, an environmental contaminant, a xenobiotic and an endocrine disruptor.",Metabolite,0.5899,"acid, metabolit, role, group, amino, function, relat, conjug, posit, ester","['bisphenol', 'bisphenol', 'methanediyldiphenol', 'methylen', 'hydrogen', 'replac', 'two', 'methyl', 'group', 'role', 'xenoestrogen', 'environment', 'contamin', 'xenobiot', 'endocrin', 'disruptor']"
1253,8394,Phthalazin-1(2H)-one is a member of phthalazines.,No annotation,0.8868,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['phthalazin', 'h', 'one', 'member', 'phthalazin']"
1254,17374586,"2-(2,5-dichlorophenoxy)-1-(1,4-dioxa-8-azaspiro[4.5]decan-8-yl)-1-butanone is an azaspiro compound.",No annotation,0.9123,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['dichlorophenoxi', 'dioxa', 'azaspiro', 'decan', 'yl', 'butanon', 'azaspiro', 'compound']"
1255,135543905,"1-[amino-[(4,6-dimethyl-2-quinazolinyl)amino]methylidene]-3-cyclohexylurea is a member of quinazolines.",No annotation,0.9213,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['amino', 'dimethyl', 'quinazolinyl', 'amino', 'methyliden', 'cyclohexylurea', 'member', 'quinazolin']"
1256,4761,"N,N-dimethyl-3-phenyl-3-(2-pyridinyl)-1-propanamine is a tertiary amino compound and a member of pyridines.",No annotation,0.8304,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['n', 'n', 'dimethyl', 'phenyl', 'pyridinyl', 'propanamin', 'tertiari', 'amino', 'compound', 'member', 'pyridin']"
1257,714424,"2-(1,3-benzodioxol-5-ylmethyl)isoindole-1,3-dione is a member of phthalimides.",No annotation,0.9043,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['benzodioxol', 'ylmethyl', 'isoindol', 'dion', 'member', 'phthalimid']"
1258,5706736,"DilC18(3)(1+) is the cationic form of a C3 cyanine dye having 3,3-dimethyl-1-octadecylindoleinine units at each end. It has a role as a fluorochrome. It is a Cy5 dye and an indolium ion.",Drug,0.8777,"agent, group, role, member, inhibitor, posit, compound, drug, substitut, use","['dilc', 'cation', 'form', 'c', 'cyanin', 'dye', 'dimethyl', 'octadecylindoleinin', 'unit', 'end', 'role', 'fluorochrom', 'cy', 'dye', 'indolium', 'ion']"
1259,672009,4-amino-3-methyl-N-(phenylmethyl)-2-sulfanylidene-5-thiazolecarboxamide is an aromatic amide and a member of thiazoles.,No annotation,0.938,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['amino', 'methyl', 'n', 'phenylmethyl', 'sulfanyliden', 'thiazolecarboxamid', 'aromat', 'amid', 'member', 'thiazol']"
1260,1088568,1-methyl-N-(2-naphthalenyl)-5-benzotriazolecarboxamide is a member of naphthalenes.,No annotation,0.8875,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['methyl', 'n', 'naphthalenyl', 'benzotriazolecarboxamid', 'member', 'naphthalen']"
1261,151171,"Conivaptan is the amide resulting from the formal condensation of 4-[(biphenyl-2-ylcarbonyl)amino]benzoic acid with the benzazepine nitrogen of 2-methyl-1,4,5,6-tetrahydroimidazo[4,5-d][1]benzazepine. It is an antagonist for two of the three types of arginine vasopressin (AVP) receptors, V1a and V2. It is used as its hydrochloride salt for the treatment of hyponatraemia (low blood sodium levels) caused by syndrome of inappropriate antidiuretic hormone (SIADH). It has a role as a vasopressin receptor antagonist and an aquaretic.",Drug,0.6727,"agent, group, role, member, inhibitor, posit, compound, drug, substitut, use","['conivaptan', 'amid', 'result', 'formal', 'condens', 'biphenyl', 'ylcarbonyl', 'amino', 'benzoic', 'acid', 'benzazepin', 'nitrogen', 'methyl', 'tetrahydroimidazo', 'benzazepin', 'antagonist', 'two', 'three', 'type', 'arginin', 'vasopressin', 'avp', 'receptor', 'v', 'v', 'use', 'hydrochlorid', 'salt', 'treatment', 'hyponatraemia', 'low', 'blood', 'sodium', 'level', 'caus', 'syndrom', 'inappropri', 'antidiuret', 'hormon', 'siadh', 'role', 'vasopressin', 'receptor', 'antagonist', 'aquaret']"
